,qseqid,qstart,qend,qlen,sseqid,sstart,send,length,gaps,nident,aligned_pairs,query_coverage,percent_identity
2364,NZ_LR134333.1.2470,1,1020,1020,NZ_LR134215.1,1818294,1819267,1028,62,757,966,0.9470588235294117,0.7421568627450981
2365,NZ_LR134333.1.2471,1,856,1020,NZ_LR134215.1,1819268,1820123,856,0,725,856,0.8392156862745098,0.7107843137254902
2366,NZ_LR134333.1.2472,17,973,1020,NZ_LR134215.1,1820324,1821280,959,4,682,955,0.9362745098039216,0.6686274509803921
2367,NZ_LR134333.1.2473,18,928,1020,NZ_LR134215.1,1821345,1822252,921,23,686,898,0.8803921568627451,0.6725490196078432
2374,NZ_LR134333.1.2477,1,947,1020,NZ_LR134215.1,1825567,1826511,949,6,706,943,0.9245098039215687,0.692156862745098
2376,NZ_LR134333.1.2478,22,1018,1020,NZ_LR134215.1,1826609,1827619,1025,42,685,983,0.9637254901960784,0.6715686274509803
2377,NZ_LR134333.1.2479,6,965,1020,NZ_LR134215.1,1827627,1828541,990,105,659,885,0.8676470588235294,0.6460784313725491
390,NZ_LR134333.1.248,1,1020,1020,NZ_LR134215.1,4061153,4062185,1035,17,753,1018,0.9980392156862745,0.7382352941176471
2378,NZ_LR134333.1.2480,272,1018,1020,NZ_LR134215.1,1828868,1829614,749,4,621,745,0.7303921568627451,0.6088235294117647
2379,NZ_LR134333.1.2481,1,976,1020,NZ_LR134215.1,1829617,1830589,976,3,822,973,0.953921568627451,0.8058823529411765
2380,NZ_LR134333.1.2482,9,985,1020,NZ_LR134215.1,1830654,1831621,978,11,770,967,0.9480392156862745,0.7549019607843137
2383,NZ_LR134333.1.2484,1,834,1020,NZ_LR134215.1,1832669,1833505,842,13,622,829,0.8127450980392157,0.6098039215686275
2386,NZ_LR134333.1.2487,6,986,1020,NZ_LR134215.1,1841506,1842486,982,2,784,980,0.9607843137254902,0.7686274509803922
2388,NZ_LR134333.1.2488,189,1020,1020,NZ_LR134215.1,1842681,1843511,835,7,645,828,0.8117647058823529,0.6323529411764706
2389,NZ_LR134333.1.2489,1,1020,1020,NZ_LR134215.1,1843512,1844534,1039,35,735,1004,0.984313725490196,0.7205882352941176
391,NZ_LR134333.1.249,1,1010,1020,NZ_LR134215.1,4062186,4063174,1015,31,721,984,0.9647058823529412,0.7068627450980393
63,NZ_LR134333.1.25,1,735,1020,NZ_LR134215.1,3842222,3842956,735,0,605,735,0.7205882352941176,0.5931372549019608
392,NZ_LR134333.1.250,16,1008,1020,NZ_LR134215.1,4063200,4064230,1035,46,810,989,0.9696078431372549,0.7941176470588235
2393,NZ_LR134333.1.2500,48,1020,1020,NZ_LR134215.1,1845561,1846533,973,0,784,973,0.953921568627451,0.7686274509803922
2394,NZ_LR134333.1.2501,2,796,1020,NZ_LR134215.1,1846535,1847330,797,3,623,794,0.7784313725490196,0.6107843137254902
2395,NZ_LR134333.1.2502,36,995,1020,NZ_LR134215.1,1847667,1848621,969,23,709,946,0.9274509803921569,0.6950980392156862
2396,NZ_LR134333.1.2503,1,1020,1020,NZ_LR134215.1,1848647,1849663,1028,19,793,1009,0.9892156862745098,0.7774509803921569
2397,NZ_LR134333.1.2504,1,1017,1020,NZ_LR134215.1,1849664,1850680,1018,2,817,1016,0.996078431372549,0.8009803921568628
2398,NZ_LR134333.1.2505,57,1019,1020,NZ_LR134215.1,1850745,1851710,968,7,703,961,0.942156862745098,0.6892156862745098
2399,NZ_LR134333.1.2506,274,1019,1020,NZ_LR134215.1,1852052,1852797,749,6,598,743,0.7284313725490196,0.5862745098039216
2400,NZ_LR134333.1.2507,6,1020,1020,NZ_LR134215.1,1852804,1853845,1046,35,771,1011,0.9911764705882353,0.7558823529411764
393,NZ_LR134333.1.251,1,1020,1020,NZ_LR134215.1,4064243,4065262,1021,2,862,1019,0.9990196078431373,0.8450980392156863
2406,NZ_LR134333.1.2510,95,1020,1020,NZ_LR134215.1,1855829,1856778,957,38,672,919,0.9009803921568628,0.6588235294117647
2407,NZ_LR134333.1.2511,11,1018,1020,NZ_LR134215.1,1856789,1857802,1025,28,751,997,0.9774509803921568,0.7362745098039216
2408,NZ_LR134333.1.2512,8,1019,1020,NZ_LR134215.1,1857812,1858804,1023,41,762,982,0.9627450980392157,0.7470588235294118
2409,NZ_LR134333.1.2513,1,1020,1020,NZ_LR134215.1,1858806,1859839,1044,34,821,1010,0.9901960784313726,0.8049019607843138
2410,NZ_LR134333.1.2514,1,843,1020,NZ_LR134215.1,1859840,1860685,846,3,682,843,0.8264705882352941,0.6686274509803921
2411,NZ_LR134333.1.2515,6,1020,1020,NZ_LR134215.1,1860868,1861884,1022,12,792,1010,0.9901960784313726,0.7764705882352941
2412,NZ_LR134333.1.2516,1,1019,1020,NZ_LR134215.1,1861885,1862905,1028,16,735,1012,0.9921568627450981,0.7205882352941176
2413,NZ_LR134333.1.2517,7,1020,1020,NZ_LR134215.1,1862913,1863924,1032,38,720,994,0.9745098039215686,0.7058823529411765
2414,NZ_LR134333.1.2518,6,1012,1020,NZ_LR134215.1,1863930,1864936,1008,2,801,1006,0.9862745098039216,0.7852941176470588
394,NZ_LR134333.1.252,1,1020,1020,NZ_LR134215.1,4065263,4066281,1028,17,841,1011,0.9911764705882353,0.8245098039215686
2417,NZ_LR134333.1.2521,1,1016,1020,NZ_LR134215.1,1871432,1872444,1018,7,732,1011,0.9911764705882353,0.7176470588235294
395,NZ_LR134333.1.253,1,916,1020,NZ_LR134215.1,4066282,4067189,924,24,774,900,0.8823529411764706,0.7588235294117647
2421,NZ_LR134333.1.2539,59,969,1020,NZ_LR134215.1,259511,258601,912,2,682,910,0.8921568627450981,0.6686274509803921
396,NZ_LR134333.1.254,3,1018,1020,NZ_LR134215.1,4067289,4068304,1016,0,808,1016,0.996078431372549,0.792156862745098
397,NZ_LR134333.1.255,1,1020,1020,NZ_LR134215.1,4068307,4069326,1020,0,834,1020,1.0,0.8176470588235294
2423,NZ_LR134333.1.2550,10,1020,1020,NZ_LR134215.1,3745527,3744517,1016,10,810,1006,0.9862745098039216,0.7941176470588235
400,NZ_LR134333.1.256,26,1020,1020,NZ_LR134215.1,4069352,4070331,1023,71,727,952,0.9333333333333333,0.7127450980392157
401,NZ_LR134333.1.257,2,1017,1020,NZ_LR134215.1,4070333,4071348,1017,2,795,1015,0.9950980392156863,0.7794117647058824
2436,NZ_LR134333.1.2570,198,1020,1020,NZ_LR134215.1,1936681,1937500,823,3,693,820,0.803921568627451,0.6794117647058824
2437,NZ_LR134333.1.2571,1,974,1020,NZ_LR134215.1,1937501,1938485,991,23,786,968,0.9490196078431372,0.7705882352941177
2440,NZ_LR134333.1.2574,56,1020,1020,NZ_LR134215.1,1939416,1940380,965,0,758,965,0.946078431372549,0.7431372549019608
2443,NZ_LR134333.1.2576,1,1013,1020,NZ_LR134215.1,1941281,1942255,1018,48,837,970,0.9509803921568627,0.8205882352941176
2444,NZ_LR134333.1.2577,1,1018,1020,NZ_LR134215.1,1942263,1943287,1034,25,759,1009,0.9892156862745098,0.7441176470588236
2446,NZ_LR134333.1.2579,1,1020,1020,NZ_LR134215.1,1944246,1945263,1020,2,787,1018,0.9980392156862745,0.7715686274509804
402,NZ_LR134333.1.258,47,1003,1020,NZ_LR134215.1,4071398,4072360,982,44,707,938,0.9196078431372549,0.6931372549019608
2447,NZ_LR134333.1.2580,1,1019,1020,NZ_LR134215.1,1945264,1946282,1022,6,839,1016,0.996078431372549,0.8225490196078431
2449,NZ_LR134333.1.2582,35,771,1020,NZ_LR134215.1,1947105,1947838,737,3,537,734,0.7196078431372549,0.5264705882352941
2450,NZ_LR134333.1.2583,2,1020,1020,NZ_LR134215.1,1947886,1948878,1022,32,812,990,0.9705882352941176,0.796078431372549
2451,NZ_LR134333.1.2584,1,1012,1020,NZ_LR134215.1,1948879,1949890,1012,0,793,1012,0.9921568627450981,0.7774509803921569
403,NZ_LR134333.1.259,169,1020,1020,NZ_LR134215.1,4072541,4073373,858,31,634,827,0.8107843137254902,0.6215686274509804
2459,NZ_LR134333.1.2593,76,996,1020,NZ_LR134215.1,283867,282941,939,30,630,909,0.8911764705882353,0.6176470588235294
2460,NZ_LR134333.1.2594,32,1014,1020,NZ_LR134215.1,282885,281903,987,8,694,979,0.9598039215686275,0.6803921568627451
2462,NZ_LR134333.1.2599,4,1013,1020,NZ_LR134215.1,1952577,1953593,1030,33,755,997,0.9774509803921568,0.7401960784313726
64,NZ_LR134333.1.26,60,1020,1020,NZ_LR134215.1,3843250,3844210,964,6,853,958,0.9392156862745098,0.8362745098039216
404,NZ_LR134333.1.260,1,1020,1020,NZ_LR134215.1,4073374,4074391,1023,8,807,1015,0.9950980392156863,0.7911764705882353
2463,NZ_LR134333.1.2600,74,1020,1020,NZ_LR134215.1,1953674,1954619,958,23,694,935,0.9166666666666666,0.6803921568627451
2464,NZ_LR134333.1.2601,32,934,1020,NZ_LR134215.1,1954651,1955553,914,22,623,892,0.8745098039215686,0.6107843137254902
2465,NZ_LR134333.1.2602,263,1018,1020,NZ_LR134215.1,1955896,1956654,762,9,581,753,0.7382352941176471,0.5696078431372549
2470,NZ_LR134333.1.2604,1,1008,1020,NZ_LR134215.1,1957702,1958709,1008,0,844,1008,0.9882352941176471,0.8274509803921568
2472,NZ_LR134333.1.2605,2,957,1020,NZ_LR134215.1,1958726,1959684,960,5,737,955,0.9362745098039216,0.7225490196078431
2474,NZ_LR134333.1.2606,5,1020,1020,NZ_LR134215.1,1959752,1960767,1017,2,823,1015,0.9950980392156863,0.8068627450980392
2476,NZ_LR134333.1.2607,2,1020,1020,NZ_LR134215.1,1960769,1961790,1022,3,847,1019,0.9990196078431373,0.8303921568627451
2478,NZ_LR134333.1.2608,1,1016,1020,NZ_LR134215.1,1961791,1962806,1020,8,847,1012,0.9921568627450981,0.8303921568627451
2480,NZ_LR134333.1.2609,1,1017,1020,NZ_LR134215.1,1962811,1963827,1021,8,742,1013,0.9931372549019608,0.7274509803921568
405,NZ_LR134333.1.261,1,988,1020,NZ_LR134215.1,4074392,4075379,990,4,770,986,0.9666666666666667,0.7549019607843137
2482,NZ_LR134333.1.2610,1,1001,1020,NZ_LR134215.1,1963831,1964824,1029,63,763,966,0.9470588235294117,0.7480392156862745
2488,NZ_LR134333.1.2611,141,1020,1020,NZ_LR134215.1,1965144,1966008,883,21,704,862,0.8450980392156863,0.6901960784313725
2496,NZ_LR134333.1.2614,13,786,1020,NZ_LR134215.1,1967221,1967994,776,4,559,772,0.7568627450980392,0.5480392156862746
2497,NZ_LR134333.1.2615,3,848,1020,NZ_LR134215.1,1968231,1969076,846,0,683,846,0.8294117647058824,0.6696078431372549
2502,NZ_LR134333.1.2618,1,1020,1020,NZ_LR134215.1,1972959,1973978,1020,0,879,1020,1.0,0.861764705882353
2503,NZ_LR134333.1.2619,1,1018,1020,NZ_LR134215.1,1973979,1974996,1018,0,859,1018,0.9980392156862745,0.842156862745098
406,NZ_LR134333.1.262,44,1020,1020,NZ_LR134215.1,4075452,4076428,982,10,755,972,0.9529411764705882,0.7401960784313726
2507,NZ_LR134333.1.2622,138,1020,1020,NZ_LR134215.1,1976678,1977563,895,21,650,874,0.8568627450980392,0.6372549019607843
2508,NZ_LR134333.1.2623,1,1020,1020,NZ_LR134215.1,1977564,1978580,1021,5,781,1016,0.996078431372549,0.765686274509804
2509,NZ_LR134333.1.2624,1,1020,1020,NZ_LR134215.1,1978581,1979598,1020,2,789,1018,0.9980392156862745,0.7735294117647059
2510,NZ_LR134333.1.2625,1,1020,1020,NZ_LR134215.1,1979599,1980588,1022,34,790,988,0.9686274509803922,0.7745098039215687
2511,NZ_LR134333.1.2626,3,1020,1020,NZ_LR134215.1,1980591,1981605,1024,15,766,1009,0.9892156862745098,0.7509803921568627
2518,NZ_LR134333.1.2628,1,1020,1020,NZ_LR134215.1,1982727,1983726,1036,52,738,984,0.9647058823529412,0.7235294117647059
2519,NZ_LR134333.1.2629,3,1019,1020,NZ_LR134215.1,1983729,1984745,1017,0,839,1017,0.9970588235294118,0.8225490196078431
2521,NZ_LR134333.1.2632,257,996,1020,NZ_LR134215.1,1985501,1986264,778,52,528,726,0.711764705882353,0.5176470588235295
408,NZ_LR134333.1.264,13,1019,1020,NZ_LR134215.1,4077505,4078493,1020,44,753,976,0.9568627450980393,0.7382352941176471
409,NZ_LR134333.1.265,2,1015,1020,NZ_LR134215.1,4078496,4079510,1026,23,736,1003,0.9833333333333333,0.7215686274509804
410,NZ_LR134333.1.266,3,1020,1020,NZ_LR134215.1,4079518,4080538,1045,51,693,994,0.9745098039215686,0.6794117647058824
2527,NZ_LR134333.1.2662,264,1020,1020,NZ_LR134215.1,2142704,2141939,767,11,554,756,0.7411764705882353,0.5431372549019607
2528,NZ_LR134333.1.2663,1,1020,1020,NZ_LR134215.1,2141938,2140922,1020,3,755,1017,0.9970588235294118,0.7401960784313726
2529,NZ_LR134333.1.2664,1,1019,1020,NZ_LR134215.1,2140921,2139903,1019,0,793,1019,0.9990196078431373,0.7774509803921569
2530,NZ_LR134333.1.2665,1,1011,1020,NZ_LR134215.1,2139901,2138891,1012,2,773,1010,0.9901960784313726,0.7578431372549019
2531,NZ_LR134333.1.2666,6,1018,1020,NZ_LR134215.1,2138876,2137864,1013,0,787,1013,0.9931372549019608,0.7715686274509804
2532,NZ_LR134333.1.2667,39,979,1020,NZ_LR134215.1,2137823,2136883,941,0,738,941,0.9225490196078432,0.7235294117647059
2533,NZ_LR134333.1.2668,163,1020,1020,NZ_LR134215.1,2136684,2135835,870,32,576,838,0.8215686274509804,0.5647058823529412
2534,NZ_LR134333.1.2669,14,1011,1020,NZ_LR134215.1,2135821,2134832,1015,42,688,973,0.953921568627451,0.6745098039215687
2538,NZ_LR134333.1.2674,17,1020,1020,NZ_LR134215.1,2130553,2129553,1008,11,706,997,0.9774509803921568,0.692156862745098
2541,NZ_LR134333.1.2677,4,1012,1020,NZ_LR134215.1,2123147,2122139,1010,2,742,1008,0.9882352941176471,0.7274509803921568
2542,NZ_LR134333.1.2678,8,954,1020,NZ_LR134215.1,2122120,2121177,947,3,668,944,0.9254901960784314,0.6549019607843137
422,NZ_LR134333.1.268,1,1020,1020,NZ_LR134215.1,338149,337132,1022,6,983,1016,0.996078431372549,0.9637254901960784
430,NZ_LR134333.1.269,1,1020,1020,NZ_LR134215.1,996065,995047,1020,1,990,1019,0.9990196078431373,0.9705882352941176
2549,NZ_LR134333.1.2691,6,1020,1020,NZ_LR134215.1,1646892,1647906,1015,0,872,1015,0.9950980392156863,0.8549019607843137
2550,NZ_LR134333.1.2692,1,1020,1020,NZ_LR134215.1,1647907,1648926,1022,4,889,1018,0.9980392156862745,0.8715686274509804
2551,NZ_LR134333.1.2693,3,1013,1020,NZ_LR134215.1,1648929,1650001,1077,70,916,1007,0.9872549019607844,0.8980392156862745
2552,NZ_LR134333.1.2694,32,1020,1020,NZ_LR134215.1,1650041,1650941,990,90,757,900,0.8823529411764706,0.7421568627450981
2553,NZ_LR134333.1.2695,1,1020,1020,NZ_LR134215.1,1650942,1651960,1021,3,823,1018,0.9980392156862745,0.8068627450980392
2554,NZ_LR134333.1.2696,1,1020,1020,NZ_LR134215.1,1651961,1652980,1022,4,799,1018,0.9980392156862745,0.7833333333333333
2555,NZ_LR134333.1.2697,14,993,1020,NZ_LR134215.1,1652994,1653974,982,3,817,979,0.9598039215686275,0.8009803921568628
2556,NZ_LR134333.1.2698,28,989,1020,NZ_LR134215.1,1654548,1655509,968,12,715,956,0.9372549019607843,0.7009803921568627
65,NZ_LR134333.1.27,1,1020,1020,NZ_LR134215.1,3844211,3845230,1020,0,905,1020,1.0,0.8872549019607843
2558,NZ_LR134333.1.2700,114,903,1020,NZ_LR134215.1,1659140,1659929,795,10,568,785,0.7696078431372549,0.5568627450980392
2560,NZ_LR134333.1.2702,205,1019,1020,NZ_LR134215.1,1661120,1661925,820,19,608,801,0.7852941176470588,0.596078431372549
2562,NZ_LR134333.1.2704,1,1019,1020,NZ_LR134215.1,1662600,1663619,1023,7,777,1016,0.996078431372549,0.7617647058823529
2564,NZ_LR134333.1.2705,74,903,1020,NZ_LR134215.1,1663696,1664525,832,4,682,828,0.8117647058823529,0.6686274509803921
2565,NZ_LR134333.1.2706,120,1020,1020,NZ_LR134215.1,1664760,1665657,904,9,717,895,0.8774509803921569,0.7029411764705882
2566,NZ_LR134333.1.2707,1,1020,1020,NZ_LR134215.1,1665658,1666677,1021,2,825,1019,0.9990196078431373,0.8088235294117647
2569,NZ_LR134333.1.2709,33,1015,1020,NZ_LR134215.1,1668487,1669469,983,0,697,983,0.9637254901960784,0.6833333333333333
462,NZ_LR134333.1.271,1,1020,1020,NZ_LR134215.1,334919,333900,1020,0,972,1020,1.0,0.9529411764705882
2570,NZ_LR134333.1.2710,258,1010,1020,NZ_LR134215.1,1738683,1739435,755,4,561,751,0.7362745098039216,0.55
2571,NZ_LR134333.1.2711,1,1020,1020,NZ_LR134215.1,1739446,1740465,1022,4,812,1018,0.9980392156862745,0.796078431372549
2572,NZ_LR134333.1.2712,1,1014,1020,NZ_LR134215.1,1740466,1741479,1020,12,774,1008,0.9882352941176471,0.7588235294117647
2575,NZ_LR134333.1.2716,60,1020,1020,NZ_LR134215.1,1745841,1746788,968,27,671,941,0.9225490196078432,0.657843137254902
2576,NZ_LR134333.1.2717,1,1018,1020,NZ_LR134215.1,1746789,1747806,1018,0,846,1018,0.9980392156862745,0.8294117647058824
2577,NZ_LR134333.1.2718,1,925,1020,NZ_LR134215.1,1747809,1748745,937,12,719,925,0.9068627450980392,0.7049019607843138
2578,NZ_LR134333.1.2719,70,981,1020,NZ_LR134215.1,1748910,1749836,931,23,664,908,0.8901960784313725,0.6509803921568628
477,NZ_LR134333.1.272,1,812,1020,NZ_LR134215.1,3549963,3550787,845,53,707,792,0.7764705882352941,0.6931372549019608
2579,NZ_LR134333.1.2720,25,1020,1020,NZ_LR134215.1,1749899,1750894,1015,38,709,977,0.957843137254902,0.6950980392156862
2581,NZ_LR134333.1.2722,5,1020,1020,NZ_LR134215.1,1751921,1752982,1075,72,779,1003,0.9833333333333333,0.7637254901960784
2582,NZ_LR134333.1.2723,1,1020,1020,NZ_LR134215.1,1752983,1753996,1025,16,831,1009,0.9892156862745098,0.8147058823529412
2584,NZ_LR134333.1.2724,1,833,1020,NZ_LR134215.1,1753997,1754831,841,14,701,827,0.8107843137254902,0.6872549019607843
2588,NZ_LR134333.1.2735,1,956,1020,NZ_LR134215.1,2082478,2081523,959,6,761,953,0.9343137254901961,0.746078431372549
2589,NZ_LR134333.1.2736,1,1014,1020,NZ_LR134215.1,2081458,2080429,1043,42,760,1001,0.9813725490196078,0.7450980392156863
2590,NZ_LR134333.1.2737,5,1020,1020,NZ_LR134215.1,2080418,2079403,1021,10,776,1011,0.9911764705882353,0.7607843137254902
2591,NZ_LR134333.1.2738,19,981,1020,NZ_LR134215.1,2079384,2078425,969,15,721,954,0.9352941176470588,0.7068627450980393
2592,NZ_LR134333.1.2739,2,1008,1020,NZ_LR134215.1,2078369,2077363,1007,0,818,1007,0.9872549019607844,0.8019607843137255
2593,NZ_LR134333.1.2740,7,915,1020,NZ_LR134215.1,2077344,2076436,910,2,748,908,0.8901960784313725,0.7333333333333333
480,NZ_LR134333.1.275,46,1019,1020,NZ_LR134215.1,4087405,4088378,976,4,720,972,0.9529411764705882,0.7058823529411765
481,NZ_LR134333.1.276,1,946,1020,NZ_LR134215.1,4088380,4089326,954,15,669,939,0.9205882352941176,0.6558823529411765
2603,NZ_LR134333.1.2767,1,1018,1020,NZ_LR134215.1,3054592,3053587,1019,14,744,1005,0.9852941176470589,0.7294117647058823
482,NZ_LR134333.1.277,6,1018,1020,NZ_LR134215.1,4089370,4090383,1014,1,819,1013,0.9931372549019608,0.8029411764705883
483,NZ_LR134333.1.278,1,1020,1020,NZ_LR134215.1,4090386,4091405,1020,0,819,1020,1.0,0.8029411764705883
484,NZ_LR134333.1.279,7,1020,1020,NZ_LR134215.1,4091412,4092425,1016,4,807,1012,0.9921568627450981,0.7911764705882353
66,NZ_LR134333.1.28,1,1019,1020,NZ_LR134215.1,3845231,3846249,1019,0,891,1019,0.9990196078431373,0.8735294117647059
486,NZ_LR134333.1.280,20,1020,1020,NZ_LR134215.1,4092445,4093430,1012,37,773,975,0.9558823529411765,0.7578431372549019
487,NZ_LR134333.1.281,11,1020,1020,NZ_LR134215.1,4093441,4094450,1013,6,829,1007,0.9872549019607844,0.8127450980392157
488,NZ_LR134333.1.282,5,863,1020,NZ_LR134215.1,4094455,4095312,861,5,677,856,0.8392156862745098,0.6637254901960784
489,NZ_LR134333.1.283,20,790,1020,NZ_LR134215.1,4095493,4096263,773,4,578,769,0.753921568627451,0.5666666666666667
2631,NZ_LR134333.1.2831,8,1006,1020,NZ_LR134215.1,2356418,2355420,1000,2,762,998,0.9784313725490196,0.7470588235294118
2632,NZ_LR134333.1.2832,1,1020,1020,NZ_LR134215.1,2355405,2354344,1070,58,778,1012,0.9921568627450981,0.7627450980392156
2633,NZ_LR134333.1.2833,33,991,1020,NZ_LR134215.1,2354311,2353336,980,25,733,955,0.9362745098039216,0.7186274509803922
2635,NZ_LR134333.1.2835,8,1018,1020,NZ_LR134215.1,2352286,2351277,1022,23,768,999,0.9794117647058823,0.7529411764705882
2636,NZ_LR134333.1.2836,6,1020,1020,NZ_LR134215.1,2351269,2350256,1016,3,770,1013,0.9931372549019608,0.7549019607843137
2637,NZ_LR134333.1.2837,1,818,1020,NZ_LR134215.1,2350255,2349438,822,8,671,814,0.7980392156862746,0.657843137254902
2639,NZ_LR134333.1.2839,1,1020,1020,NZ_LR134215.1,2348140,2347113,1051,54,769,997,0.9774509803921568,0.753921568627451
490,NZ_LR134333.1.284,67,1020,1020,NZ_LR134215.1,4096560,4097516,964,17,624,947,0.9284313725490196,0.611764705882353
2643,NZ_LR134333.1.2842,1,1018,1020,NZ_LR134215.1,2345078,2344074,1022,21,783,1001,0.9813725490196078,0.7676470588235295
2644,NZ_LR134333.1.2843,1,1016,1020,NZ_LR134215.1,2344071,2343055,1027,21,757,1006,0.9862745098039216,0.7421568627450981
2645,NZ_LR134333.1.2844,1,942,1020,NZ_LR134215.1,2343050,2342108,956,27,692,929,0.9107843137254902,0.6784313725490196
2646,NZ_LR134333.1.2845,27,1020,1020,NZ_LR134215.1,2341992,2340996,999,7,744,992,0.9725490196078431,0.7294117647058823
2649,NZ_LR134333.1.2848,6,1018,1020,NZ_LR134215.1,2339489,2338474,1025,21,724,1004,0.984313725490196,0.7098039215686275
491,NZ_LR134333.1.285,10,836,1020,NZ_LR134215.1,4097526,4098352,831,8,606,823,0.8068627450980392,0.5941176470588235
2652,NZ_LR134333.1.2852,48,1020,1020,NZ_LR134215.1,2336914,2335943,995,45,694,950,0.9313725490196079,0.6803921568627451
2653,NZ_LR134333.1.2853,32,893,1020,NZ_LR134215.1,2335911,2335050,865,6,642,859,0.842156862745098,0.6294117647058823
2654,NZ_LR134333.1.2854,43,995,1020,NZ_LR134215.1,2334870,2333913,961,11,714,950,0.9313725490196079,0.7
2656,NZ_LR134333.1.2856,1,1020,1020,NZ_LR134215.1,2333177,2332146,1034,16,820,1018,0.9980392156862745,0.803921568627451
2660,NZ_LR134333.1.2859,2,1013,1020,NZ_LR134215.1,2330014,2329006,1015,9,786,1006,0.9862745098039216,0.7705882352941177
493,NZ_LR134333.1.286,3,1016,1020,NZ_LR134215.1,4102151,4103163,1016,5,786,1011,0.9911764705882353,0.7705882352941177
2662,NZ_LR134333.1.2861,72,1018,1020,NZ_LR134215.1,2327949,2326998,954,9,718,945,0.9264705882352942,0.703921568627451
2663,NZ_LR134333.1.2862,177,1019,1020,NZ_LR134215.1,2326822,2325978,852,16,603,836,0.8196078431372549,0.5911764705882353
2664,NZ_LR134333.1.2863,1,869,1020,NZ_LR134215.1,2325976,2325105,905,69,602,836,0.8196078431372549,0.5901960784313726
2670,NZ_LR134333.1.2864,1,1020,1020,NZ_LR134215.1,2324959,2323937,1031,19,782,1012,0.9921568627450981,0.7666666666666667
2671,NZ_LR134333.1.2865,7,1014,1020,NZ_LR134215.1,2323930,2322923,1012,8,776,1004,0.984313725490196,0.7607843137254902
2672,NZ_LR134333.1.2866,52,976,1020,NZ_LR134215.1,2322865,2321941,925,0,694,925,0.9068627450980392,0.6803921568627451
494,NZ_LR134333.1.287,1,1020,1020,NZ_LR134215.1,4103168,4104184,1034,31,771,1003,0.9833333333333333,0.7558823529411764
2675,NZ_LR134333.1.2870,60,1020,1020,NZ_LR134215.1,2320297,2319359,987,74,685,913,0.8950980392156863,0.6715686274509803
2680,NZ_LR134333.1.2873,2,1020,1020,NZ_LR134215.1,1610579,1611597,1024,10,778,1014,0.9941176470588236,0.7627450980392156
2682,NZ_LR134333.1.2875,6,1019,1020,NZ_LR134215.1,2318514,2317494,1031,27,732,1004,0.984313725490196,0.7176470588235294
2683,NZ_LR134333.1.2876,1,1020,1020,NZ_LR134215.1,2317492,2316467,1030,14,830,1016,0.996078431372549,0.8137254901960784
2685,NZ_LR134333.1.2877,1,991,1020,NZ_LR134215.1,2316466,2315482,1001,26,764,975,0.9558823529411765,0.7490196078431373
495,NZ_LR134333.1.288,12,1020,1020,NZ_LR134215.1,4104196,4105203,1011,5,823,1006,0.9862745098039216,0.8068627450980392
2688,NZ_LR134333.1.2880,8,980,1020,NZ_LR134215.1,2305538,2304566,985,24,668,961,0.942156862745098,0.6549019607843137
